id,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood,room_type,accommodates,bathrooms,beds,price,minimum_nights,maximum_nights,maximum_minimum_nights,minimum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,instant_bookable,reviews_per_month,has_license,Dist_Acropolis,Dist_Syntagma
1397,0,1,1,PLATEIA AMERIKIS,Entire home/apt,2,1,1,26,2,91,2,1125,2,1125,1,0,0,0,0,7,1,0.13,1,3.177683753,2.798062883
1398,1,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,9,3.5,6,149,3,1125,3,1125,3,1125,1,17,44,68,310,39,1,0.79,0,2.598312031,1.775738713
1399,1,0,0,KOYKAKI-MAKRYGIANNI,Entire home/apt,6,2,4,60,1,90,1,1125,1,1125,1,15,45,75,256,130,0,2.59,1,0.618529305,1.083802561
1400,1,1,0,GKAZI,Entire home/apt,4,1,1,29,2,1125,2,1125,2,1125,1,15,45,75,350,223,1,3.99,1,1.534344904,2.290589562
1401,0,1,1,NEOS KOSMOS,Entire home/apt,6,1,4,39,2,90,2,1125,2,1125,1,22,49,75,350,66,1,1.19,1,0.966473584,1.17642821
1402,1,1,1,PAGKRATI,Entire home/apt,5,1,1,52,1,1124,2,1125,1.7,1125,1,15,38,68,340,55,1,0.99,1,1.873003898,1.136197125
1403,0,1,0,PLATEIA ATTIKIS,Entire home/apt,3,1,2,25,1,1125,1,1125,1,1125,1,1,1,1,1,23,1,0.42,1,2.923724393,2.71058297
1404,1,1,1,ILISIA,Entire home/apt,2,1,1,29,3,45,3,1125,3,1125,1,0,14,27,117,118,1,2.11,1,2.698199792,1.853129454
1405,0,1,1,PETRALONA,Entire home/apt,3,1.5,1,40,2,1125,2,1125,2,1125,1,0,1,10,247,259,1,4.64,1,1.128554624,1.942156856
1406,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,3,1,2,70,2,30,2,1125,2,1125,1,0,0,0,207,119,1,2.13,1,0.435709849,0.913756884
1407,1,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,5,2,3,103,3,1125,3,1125,3,1125,1,12,40,64,331,176,1,4.57,1,0.474333503,1.167470421
1408,1,1,1,KERAMEIKOS,Entire home/apt,2,1,1,40,2,1125,2,1125,2,1125,1,8,27,45,135,446,1,8.14,0,1.538536819,2.143117141
1409,1,1,0,NEOS KOSMOS,Entire home/apt,6,1,3,54,1,1125,1,1125,1,1125,1,17,35,50,325,3,0,0.06,1,1.27953541,1.903353206
1410,1,1,1,AKROPOLI,Entire home/apt,4,1,2,65,2,1125,2,1125,2,1125,1,7,26,44,278,30,1,0.95,1,1.219326778,2.021405582
1411,0,1,0,AMPELOKIPOI,Entire home/apt,4,1,2,30,1,1125,1,1125,1,1125,1,9,9,9,127,100,0,1.77,1,4.47387362,3.609531422
1412,0,1,0,LYKABITTOS,Entire home/apt,2,1,1,56,4,1125,4,1125,4,1125,1,0,0,23,298,9,0,0.16,0,2.410907774,1.60148941
1413,1,1,0,NEOS KOSMOS,Entire home/apt,5,1,2,39,1,1125,1,1125,1,1125,1,0,0,0,1,1,1,0.02,1,1.46360723,2.065596085
1414,1,1,0,EMPORIKO TRIGONO-PLAKA,Private room,2,1,1,40,2,30,2,1125,2,1125,1,21,28,28,28,91,1,1.66,1,0.583559973,0.317715385
1415,1,1,1,NIRBANA,Entire home/apt,4,1,2,54,2,1125,2,1125,2,1125,1,17,47,77,300,223,1,4.01,1,4.558892442,4.270435251
1416,1,1,1,PLATEIA ATTIKIS,Entire home/apt,6,1.5,4,49,7,1125,7,1125,7,1125,1,0,0,22,203,57,0,1.08,1,2.262351593,1.918319349
1417,0,1,0,PLATEIA ATTIKIS,Entire home/apt,5,1.5,4,80,3,15,3,1125,3,1125,1,21,44,57,57,21,1,0.39,1,2.34622177,1.993171267
1418,1,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,8,1.5,4,50,1,1125,1,1125,1,1125,1,16,46,70,160,240,1,4.34,1,0.930792543,1.525778475
1419,1,1,0,EMPORIKO TRIGONO-PLAKA,Entire home/apt,6,2,4,249,2,1125,2,1125,2,1125,1,5,31,61,213,19,1,0.81,1,0.492816577,0.994162706
1420,1,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,5,1,4,80,3,30,3,1125,3,1125,1,0,0,0,54,32,1,0.63,1,0.514627407,1.115540867
1421,0,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,2,1,2,34,3,1125,3,1125,3,1125,1,27,57,83,358,13,0,0.25,0,0.840969941,1.414029693
1422,1,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,2,1,1,55,2,1125,2,1125,2,1125,1,4,30,52,214,134,1,3.24,1,1.888157865,1.110294331
1423,1,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,3,1,2,27,1,1125,1,1125,1,1125,1,0,5,35,216,76,1,1.51,1,1.956877882,1.230289774
1424,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,1,60,2,1125,2,1125,2,1125,1,30,60,90,180,1,1,0.02,0,1.441517802,1.340678913
1425,0,1,1,PAGKRATI,Entire home/apt,6,1.5,4,35,3,1125,3,1125,3,1125,1,0,0,0,0,2,0,0.04,0,2.087496111,1.457351933
1426,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,10,2,6,147,3,1125,3,1125,3,1125,1,0,7,31,290,16,0,0.31,0,0.769718971,0.751715976
1427,0,1,1,THISEIO,Entire home/apt,6,1.5,2,96,1,1125,2,1125,2,1125,1,18,38,57,332,51,1,0.97,1,0.791547095,1.577588133
1428,0,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,3,1,1,32,2,360,2,360,2,360,1,0,0,16,291,217,0,3.95,1,1.591473245,1.011761593
1429,1,1,0,PATISIA,Entire home/apt,3,1,3,20,1,1125,1,1125,1,1125,1,6,27,57,332,31,1,0.57,1,4.822041802,4.378416587
1430,0,1,1,AGIOS KONSTANTINOS-PLATEIA BATHIS,Entire home/apt,2,1,1,20,1,1095,1,1125,1,1125,1,12,42,72,338,69,1,1.28,0,1.086400165,1.285954484
1431,1,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,5,1,2,59,1,28,1,1125,1,1125,1,22,52,82,357,180,1,3.48,1,0.938703864,1.631000734
1432,0,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,4,1,2,60,2,1125,2,1125,2,1125,1,17,38,56,331,4,0,0.08,1,1.356642832,0.652521804
1433,0,1,0,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,3,1,1,29,3,1125,3,1125,3,1125,1,0,0,0,38,96,0,2.38,1,2.009418197,1.503176503
1434,1,1,1,KYPSELI,Entire home/apt,2,1,1,30,1,1125,1,1125,1,1125,1,6,36,66,341,112,1,2.12,1,3.057174356,2.520652196
1435,0,1,0,AKADIMIA PLATONOS,Entire home/apt,2,1,1,80,3,1125,3,1125,3,1125,1,30,60,90,180,0,1,1.2,0,2.256195845,2.649048549
1436,1,1,1,ZAPPEIO,Entire home/apt,6,1,3,72,1,28,1,28,1,28,1,7,34,64,339,359,1,6.46,1,0.618488603,0.583737055
1437,0,1,1,KOLONAKI,Entire home/apt,2,1,1,51,1,28,1,1125,1,1125,1,25,55,85,360,168,0,3.18,0,1.279716205,0.437223649
1438,0,1,1,PATISIA,Entire home/apt,5,1.5,3,45,3,1125,3,1125,3,1125,1,0,0,23,298,38,1,0.71,1,4.13446569,3.695879512
1439,1,1,1,GKAZI,Entire home/apt,2,1,1,69,2,20,2,1125,2,1125,1,14,44,74,164,150,1,2.69,1,1.413876082,2.067530326
1440,1,1,1,AMPELOKIPOI,Entire home/apt,3,1,2,52,2,1125,2,1125,2,1125,1,6,34,59,334,95,0,1.75,1,3.235371925,2.38569804
1441,0,1,0,PETRALONA,Entire home/apt,4,1,3,44,2,30,2,30,2,30,1,27,57,87,177,0,0,1.2,0,1.286530798,2.140062509
1442,0,1,0,NEOS KOSMOS,Private room,2,1,1,30,3,14,3,14,3,14,0,0,0,0,0,0,0,1.2,0,1.747545088,1.81743599
1443,1,1,0,ILISIA,Entire home/apt,4,1,1,49,2,1125,2,1125,2,1125,1,28,58,88,355,53,1,0.99,1,2.769252583,1.93586479
1444,0,1,0,GKYZI,Entire home/apt,4,1,1,36,2,1125,2,1125,2,1125,1,0,0,0,18,6,1,0.11,1,2.827996796,2.061191923
1445,0,1,1,PETRALONA,Entire home/apt,4,1,2,50,3,45,3,45,3,45,1,0,0,0,54,33,1,0.62,1,1.553404768,2.406535698
1446,0,1,0,EMPORIKO TRIGONO-PLAKA,Private room,4,1.5,2,203,2,20,2,20,2,20,1,30,60,90,365,0,1,1.2,0,1.028196638,1.017924209
1447,1,1,1,PAGKRATI,Entire home/apt,3,1,2,38,3,1125,3,1125,3,1125,1,0,0,0,116,100,0,1.96,1,1.741123562,1.219490236
1448,0,1,0,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,6,2,3,125,1,30,2,30,1.3,30,0,0,0,0,0,0,0,1.2,0,1.509430786,0.783961529
1449,1,1,1,AKROPOLI,Entire home/apt,4,1.5,2,123,3,120,3,1125,3,1125,1,10,33,63,334,118,0,2.47,1,0.397435416,0.66769505
1450,0,1,0,STADIO,Entire home/apt,3,1,1,80,1,1125,1,1125,1,1125,1,23,53,83,173,0,0,1.2,0,1.593575935,1.186486389
1451,0,1,1,PEDIO AREOS,Entire home/apt,4,1,2,62,5,1125,5,1125,5,1125,1,29,59,89,364,4,1,0.08,0,2.453635105,1.839951994
1452,0,1,0,KOYKAKI-MAKRYGIANNI,Entire home/apt,4,1,1,80,1,1125,1,1125,1,1125,0,0,0,0,0,13,0,0.24,1,0.930610161,1.562086788
1453,0,1,0,STADIO,Entire home/apt,3,1,1,40,2,1125,2,1125,2,1125,1,0,23,53,328,108,0,2.02,0,1.554884722,1.095246863
1454,1,1,0,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,2,1,1,42,2,30,2,1125,2,1125,1,10,33,63,284,146,1,2.69,1,2.306207043,1.635582002
1455,0,1,0,PETRALONA,Private room,1,1,2,50,1,1125,1,1125,1,1125,0,0,0,0,0,0,0,1.2,0,1.349547392,2.201800344
1456,1,1,1,KYPSELI,Entire home/apt,2,1,2,12,15,1125,15,1125,15,1125,1,0,8,8,65,26,0,1.56,1,2.917953508,2.448173676
1457,0,1,1,KYPSELI,Entire home/apt,3,1,1,51,2,1125,2,99,1.6,99,1,22,52,82,150,9,1,0.17,0,3.305061219,2.821447784
1458,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,3,1,1,45,1,28,1,28,1,28,1,0,0,0,208,204,1,3.75,1,1.149249588,0.417194064
1459,1,1,1,STADIO,Entire home/apt,7,2,4,53,1,29,1,29,1,29,1,7,34,34,241,191,1,3.49,1,1.472136848,0.955327204
1460,1,1,1,PAGKRATI,Entire home/apt,4,1,2,49,1,29,1,29,1,29,1,0,0,0,207,166,1,3.1,1,2.190967116,1.702634043
1461,1,1,1,PAGKRATI,Entire home/apt,5,1,2,63,1,29,1,29,1,29,1,0,0,0,207,152,1,3.26,1,1.691172033,1.092342739
1462,1,1,1,PAGKRATI,Entire home/apt,6,1,3,55,1,28,1,28,1,28,1,0,0,0,207,150,1,2.94,1,1.639070296,1.102434394
1463,1,1,1,ZAPPEIO,Entire home/apt,2,1,1,40,1,28,1,28,1,28,1,6,34,64,339,289,1,5.26,1,0.594791376,0.499934909
1464,1,1,1,PAGKRATI,Entire home/apt,2,1,1,34,1,28,1,28,1,28,1,12,42,72,347,250,1,4.56,1,1.444243942,0.805402756
1465,0,1,0,STATHMOS LARISIS,Entire home/apt,5,2,3,58,3,1125,3,1125,3,1125,1,0,0,0,54,6,0,0.11,1,2.028327763,2.054711258
1466,0,1,0,GOYBA,Entire home/apt,2,1,1,43,2,60,2,1125,2,1125,1,25,55,85,360,35,1,0.69,1,1.944908105,1.612737945
1467,1,1,0,THISEIO,Entire home/apt,6,1,1,46,2,1125,2,1125,2,1125,1,0,11,16,279,157,1,2.82,1,0.825502008,1.504459567
1468,1,1,1,ILISIA,Entire home/apt,2,1,1,71,4,720,4,720,4,720,1,0,0,0,208,2,1,0.05,1,2.487085979,1.668133305
1469,1,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,6,1,3,58,3,90,3,1125,3,1125,1,10,40,70,345,122,1,2.22,1,1.139000631,1.823077256
1470,1,1,1,AGIOS KONSTANTINOS-PLATEIA BATHIS,Entire home/apt,2,1,1,29,1,1125,1,1125,1,1125,1,3,20,35,297,284,1,5.13,1,1.185822459,1.427437066
1471,1,1,1,GOYDI,Entire home/apt,3,1,1,35,2,1125,2,1125,2,1125,1,9,27,57,332,118,1,2.24,1,2.80751295,1.949075088
1472,0,1,1,KOYKAKI-MAKRYGIANNI,Private room,3,1.5,1,30,1,14,1,14,1,14,1,24,54,84,114,122,1,2.26,1,0.896869373,1.457288841
1473,1,1,1,AKROPOLI,Entire home/apt,4,1,2,56,1,1125,1,1125,1,1125,1,0,0,0,236,154,1,2.87,1,0.429121967,1.281884346
1474,1,1,1,AMPELOKIPOI,Entire home/apt,6,3.5,3,269,7,730,7,1125,7,1125,1,0,0,0,0,15,1,0.51,1,4.142218194,3.290566186
1475,0,1,0,STADIO,Entire home/apt,4,1,1,40,66,1125,66,1125,66,1125,1,29,59,89,364,0,1,1.2,0,1.830628653,1.468327821
1476,0,1,1,AMPELOKIPOI,Entire home/apt,6,1,3,51,2,30,2,1125,2,1125,1,5,35,65,136,54,1,1,1,3.619339993,2.776581712
1477,0,1,1,PLATEIA ATTIKIS,Entire home/apt,15,4,13,250,2,1125,2,1125,2,1125,1,14,43,67,336,80,1,1.68,1,2.258230588,2.027113459
1478,0,1,0,AKROPOLI,Entire home/apt,10,1,7,450,1,1125,1,1125,1,1125,1,30,60,90,365,1,0,0.02,0,0.092014199,0.857945746
1479,1,1,1,GKYZI,Entire home/apt,4,1,2,50,3,20,3,30,3,1117.6,1,0,0,10,68,111,1,2.2,1,2.965696024,2.194680028
1480,1,1,0,KYPSELI,Entire home/apt,6,1,4,28,3,1125,3,1125,3,1125,1,0,0,0,99,30,1,0.6,1,3.196384744,2.681189808
1481,0,1,1,1O NEKROTAFEIO,Entire home/apt,6,2,4,84,2,730,2,730,2,730,1,15,36,59,330,95,1,1.75,1,1.603592467,1.687352576
1482,0,1,1,AKROPOLI,Entire home/apt,10,3,8,100,4,1125,4,1125,4,1125,1,23,53,83,180,20,1,0.47,1,1.388233331,2.24224809
1483,1,1,1,AMPELOKIPOI,Entire home/apt,1,2,4,90,1,1125,1,1125,1,1125,1,14,44,74,349,0,0,1.2,1,2.913062069,2.046364631
1484,1,1,0,KOLONAKI,Private room,2,1,1,43,2,1125,2,1125,2,1125,1,0,0,23,298,89,1,1.63,1,2.14516006,1.290782982
1485,1,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,3,1,2,42,2,180,2,1125,2,1125,1,23,51,66,325,23,0,0.43,1,2.08319256,1.33096341
1486,0,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,8,1.5,3,67,1,28,2,180,2,180,1,9,9,25,289,7,1,0.25,1,2.183000036,1.748866034
1487,1,1,1,LYKABITTOS,Entire home/apt,2,1,1,80,3,350,3,350,3,350,1,0,24,54,329,4,0,0.07,0,2.368352425,1.501778833
1488,0,1,0,NEOS KOSMOS,Private room,2,1,1,16,2,1125,2,1125,2,1125,1,17,47,77,77,176,0,3.21,1,1.322641767,1.656807022
1489,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,2,47,1,1125,1,1125,1,1125,1,11,41,71,292,183,1,3.36,1,0.712514458,0.922700344
1490,1,1,1,1O NEKROTAFEIO,Entire home/apt,4,1,4,32,3,1125,3,1125,3,1125,1,11,40,70,345,150,0,2.79,1,1.671031626,1.487162605
1491,1,1,1,BOTANIKOS,Entire home/apt,4,1,1,105,2,1125,2,1125,2,1125,1,13,39,63,143,288,1,5.67,1,1.760770957,2.274890837
1492,1,1,0,THISEIO,Entire home/apt,6,1,3,80,2,1125,2,1125,2,1125,1,6,6,6,203,65,1,1.19,1,0.636701223,1.409036112
1493,1,1,1,AKROPOLI,Entire home/apt,4,1,3,65,2,1125,2,1125,2,1125,1,10,31,54,310,5,1,0.86,1,1.206944347,2.016373889
1494,1,1,1,AKROPOLI,Entire home/apt,2,1,1,64,2,60,2,1125,2,1125,1,15,42,68,337,133,1,4.43,1,0.362616386,0.976558282
1495,0,1,0,PAGKRATI,Entire home/apt,4,1,2,34,2,1125,2,1125,2,1125,1,0,23,53,328,35,0,0.77,0,1.965912055,1.225359137
1496,1,1,1,KERAMEIKOS,Entire home/apt,3,1,1,59,3,28,3,28,3,28,1,12,42,72,347,155,1,2.8,1,0.789654367,1.12092015
1497,1,1,1,THISEIO,Entire home/apt,4,1,2,81,1,1125,1,1125,1,1125,1,6,34,64,337,36,0,1.08,1,0.527742988,1.051081405
1498,1,1,1,AKROPOLI,Entire home/apt,4,1,2,93,1,28,2,61,2,61,1,6,23,40,276,261,1,4.72,1,0.487427948,1.314833079
1499,0,1,1,KOYKAKI-MAKRYGIANNI,Private room,2,1.5,1,23,1,10,1,10,1,10,1,14,44,74,349,92,1,1.66,1,0.896869373,1.457288841
1500,1,1,1,KOLONAKI,Entire home/apt,5,2,3,190,3,1125,3,1125,2.9,1125,1,25,55,73,332,127,1,3.5,1,1.410598382,0.545863376
1501,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,6,2,5,113,2,90,2,1125,2,1125,1,5,24,49,314,189,1,3.47,1,0.580356817,0.427610488
1502,0,1,0,NEOS KOSMOS,Entire home/apt,4,1.5,1,120,2,1125,2,1125,2,1125,1,0,0,0,0,79,1,1.56,1,1.070231096,1.516586336
1503,0,1,1,ANO KYPSELI,Entire home/apt,2,1,1,35,2,1125,2,1125,2,1125,1,0,24,49,324,85,1,1.62,1,4.000043787,3.394880115
1504,0,1,1,STADIO,Entire home/apt,2,1,1,36,1,6,1,1125,1,1125,1,27,57,87,88,214,1,4.06,1,1.61885165,1.363678753
1505,0,1,1,ILISIA,Entire home/apt,5,1,3,43,2,1125,2,1125,2,1125,1,0,0,0,0,20,0,0.41,1,2.799634362,1.956939818
1506,0,1,1,GKAZI,Entire home/apt,3,1,2,50,1,45,1,1125,1,1125,1,18,48,78,78,283,1,5.41,1,1.577617472,2.325427184
1507,0,1,1,NEOS KOSMOS,Entire home/apt,4,1,2,48,1,730,2,1125,2,1125,1,0,0,0,0,161,1,3.01,1,1.589973243,2.165284414
1508,0,1,1,GKAZI,Entire home/apt,3,1,2,45,1,31,1,1125,1,1125,1,0,0,23,23,242,1,4.43,1,1.586659263,2.334201134
1509,0,1,1,KOLONOS,Private room,1,1,1,14,3,90,3,90,3,90,1,19,49,79,169,52,0,0.99,0,1.719487493,1.959912284
1510,0,1,0,NEOS KOSMOS,Entire home/apt,2,1,1,44,1,1125,1,1125,1,1125,1,13,34,64,338,206,1,3.75,1,1.271421269,1.839314958
1511,0,1,1,GOYBA,Entire home/apt,4,1,1,79,2,30,2,1125,2,1125,1,0,0,2,2,4,0,0.08,0,2.471608893,2.29271583
1512,0,1,1,GKAZI,Entire home/apt,3,1.5,2,50,1,30,1,1125,1,1125,1,0,24,54,54,234,1,4.3,1,1.577617472,2.325427184
1513,0,1,0,KERAMEIKOS,Entire home/apt,2,1,1,37,5,365,5,1125,5,1125,1,0,0,0,0,103,1,1.92,1,1.406421036,1.831819542
1514,0,1,1,ZAPPEIO,Entire home/apt,7,3,5,260,5,92,5,1125,5,1125,1,10,40,60,240,53,1,1.1,0,1.349068864,0.724824751
1515,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,6,3,3,336,1,1125,1,1125,1,1125,1,2,2,25,294,64,1,1.35,1,0.320704897,0.786145282
1516,1,1,0,KERAMEIKOS,Entire home/apt,5,1,3,137,1,1125,3,1125,1.5,1125,1,9,37,65,331,9,1,0.26,1,0.834411684,1.212552342
1517,1,1,1,AMPELOKIPOI,Entire home/apt,3,1,2,24,2,30,2,1125,2,1125,1,7,37,67,158,56,1,1.04,1,3.565435122,2.715880738
1518,1,1,1,PAGKRATI,Entire home/apt,3,1,2,38,3,1125,3,1125,3,1125,1,0,0,0,113,92,1,1.7,1,1.697106174,1.072860202
1519,1,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,4,1,1,37,2,120,3,1125,2.1,1125,1,9,39,69,152,237,1,4.3,1,1.105514306,1.841646001
1520,1,1,1,AGIOS KONSTANTINOS-PLATEIA BATHIS,Entire home/apt,2,1,0,23,2,30,2,30,2,30,1,12,21,30,93,235,1,4.4,0,1.555209932,1.863062855
1521,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,7,2,5,60,1,1125,1,1125,1,1125,1,21,47,72,347,347,1,6.29,1,0.559145197,0.49342611
1522,1,1,1,AGIOS KONSTANTINOS-PLATEIA BATHIS,Entire home/apt,4,1,2,34,2,62,2,1125,2,1125,1,16,45,75,165,130,1,2.4,0,1.800590657,1.74685114
1523,1,1,1,GKYZI,Entire home/apt,6,1,3,36,2,365,2,1125,2,1125,1,0,0,0,114,22,1,0.41,1,2.886494482,2.074297738
1524,1,1,1,ANO KYPSELI,Entire home/apt,2,1,1,26,2,30,2,1125,2,1125,1,0,2,32,122,43,1,0.79,1,4.01599504,3.53060088
1525,0,1,1,KOYKAKI-MAKRYGIANNI,Private room,2,1.5,1,28,1,15,1,15,1,15,1,21,51,81,356,130,1,2.35,1,0.896869373,1.457288841
1526,1,1,1,KOLONAKI,Entire home/apt,5,3,3,120,2,1125,2,1125,2,1125,1,1,1,1,24,52,1,0.97,1,1.805129396,0.95130605
1527,0,1,1,KOYKAKI-MAKRYGIANNI,Private room,2,1.5,1,30,1,12,3,12,1,12,1,28,58,88,363,143,1,2.7,1,0.896869373,1.457288841
1528,1,1,0,ANO KYPSELI,Entire home/apt,4,1,2,25,2,1125,2,1125,2,1125,1,0,0,27,117,39,1,0.92,1,3.544933835,3.088977957
1529,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,2,2,166,1,1125,1,1125,1,1125,1,16,41,66,320,184,0,3.52,1,1.051637258,1.010254679
1530,1,1,1,PAGKRATI,Entire home/apt,2,1,1,49,1,1124,2,1125,1,1125,1,15,45,75,350,112,1,2.13,1,1.635697244,1.027728433
1531,0,1,0,PLATEIA ATTIKIS,Entire home/apt,5,1,4,30,3,1125,3,1125,3,1125,1,0,0,19,19,0,0,1.2,1,3.023751843,2.915378755
1532,0,1,0,POLYGONO,Entire home/apt,5,2,3,50,1,9,1,9,1,9,1,0,0,0,44,3,0,0.06,0,3.619830372,2.850161036
1533,0,1,0,KOLONAKI,Entire home/apt,4,1,2,40,1,1125,1,1125,1,1125,1,0,0,23,113,68,0,1.26,0,2.64505459,1.77844879
1534,0,1,0,AKROPOLI,Entire home/apt,4,1,2,100,2,60,2,1125,2,1125,1,0,0,0,117,63,1,1.23,1,1.250043919,2.105265184
1535,0,1,0,POLYGONO,Entire home/apt,3,1,2,39,2,1125,2,1125,2,1125,1,0,0,0,18,101,1,1.98,0,4.347942987,3.56606894
1536,0,1,0,AKROPOLI,Hotel room,2,1,2,81,1,1125,1,1125,1,1125,1,3,27,57,329,0,1,1.2,1,0.792839974,1.534758893
1537,0,1,0,KOYKAKI-MAKRYGIANNI,Hotel room,2,1,2,90,1,1125,1,1125,1,1125,1,22,35,65,339,2,1,0.04,1,0.737642017,1.465100019
1538,0,1,0,KOYKAKI-MAKRYGIANNI,Hotel room,4,1,2,118,1,1125,1,1125,1,1125,1,11,17,40,304,1,1,0.02,1,0.737642017,1.465100019
1539,0,1,0,KOYKAKI-MAKRYGIANNI,Hotel room,2,1,2,114,1,1125,1,1125,1,1125,1,23,39,64,336,2,1,0.04,1,0.737642017,1.465100019
1540,0,1,0,KOYKAKI-MAKRYGIANNI,Hotel room,4,1,2,125,1,1125,1,1125,1,1125,1,16,46,74,336,8,1,0.15,1,0.74003153,1.468934531
1541,0,1,0,KOYKAKI-MAKRYGIANNI,Hotel room,4,1,2,118,1,1125,1,1125,1,1125,1,15,45,65,337,2,1,0.04,1,0.737642017,1.465100019
1542,0,1,0,PLATEIA AMERIKIS,Entire home/apt,8,2,4,83,2,1125,2,1125,2,1125,1,29,59,89,364,2,0,0.05,1,3.380473505,2.967925044
1543,1,1,1,PAGKRATI,Entire home/apt,2,1,1,34,7,90,7,1125,7,1125,1,19,49,79,169,10,1,1.15,0,2.250340765,1.712293723
1544,0,1,0,STADIO,Entire home/apt,3,1,1,85,1,1125,1,1125,1,1125,1,29,59,89,89,43,0,0.79,0,1.42853584,1.007997265
1545,0,1,1,KYPSELI,Entire home/apt,6,1,3,80,2,1125,2,1125,2,1125,1,0,0,0,77,1,1,0.02,1,2.814142198,2.325657032
1546,1,1,0,AKADIMIA PLATONOS,Entire home/apt,3,1,2,58,2,365,2,1125,2,1125,1,0,0,0,208,73,0,1.57,1,2.43663125,2.673023915
1547,1,1,1,AGIOS NIKOLAOS,Entire home/apt,5,1,4,57,2,1125,2,60,2,60,1,30,60,90,365,1,1,0.02,1,3.964965048,3.648577109
1548,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,5,1,2,188,1,1125,1,1125,1,1125,1,18,48,78,353,17,1,0.52,1,0.695755949,0.793615081
1549,0,1,1,PLATEIA ATTIKIS,Entire home/apt,5,1,2,35,4,1125,4,1125,4,1125,1,29,59,89,180,34,0,0.79,1,2.84637128,2.597636137
1550,1,1,1,PETRALONA,Entire home/apt,6,1,4,79,4,32,4,30,4,249,1,9,29,46,291,71,0,1.4,1,1.149308062,1.952270894
1551,0,1,0,STADIO,Entire home/apt,6,1,4,70,1,1125,1,1125,1,1125,1,25,55,85,360,38,1,0.71,0,1.065073896,1.054622328
1552,1,1,1,AKROPOLI,Entire home/apt,5,1,4,70,3,35,3,30,2.8,951.6,1,16,42,42,43,28,1,0.52,1,1.13791242,2.004423984
1553,1,1,1,AGIOS NIKOLAOS,Private room,2,1,1,44,2,1125,2,60,2,60,1,30,60,90,365,15,1,0.57,1,4.138154322,3.781781288
1554,0,1,0,GOYBA,Private room,2,1,1,22,1,1125,1,1125,1,1125,1,0,0,0,0,49,1,0.92,1,2.352285207,2.142080694
1555,0,1,1,ZAPPEIO,Entire home/apt,4,1,2,120,7,1125,7,1125,7,1125,1,0,0,22,23,186,0,3.49,1,0.66887664,0.472016975
1556,1,1,1,KERAMEIKOS,Entire home/apt,2,1,1,31,4,30,4,1125,3.7,1125,1,11,41,71,334,163,1,2.99,1,0.779895199,1.121675924
1557,0,1,0,THISEIO,Entire home/apt,5,1,3,65,2,1125,2,1125,2,1125,1,0,0,0,0,1,0,0.02,0,0.939905649,1.69300949
1558,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,2,1,2,41,2,19,2,1125,2,1125,1,30,60,90,270,140,1,2.59,1,0.828265467,0.379574667
1559,1,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,4,1,2,46,3,1125,3,1125,3,1125,1,0,0,0,207,32,0,0.64,1,2.403104853,1.675471424
1560,0,1,1,ILISIA,Entire home/apt,2,1,1,34,1,1125,1,1125,1,1125,1,0,0,0,208,72,1,1.32,1,2.650158759,1.823175663
1561,1,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,4,1,1,99,1,1125,2,1125,2,1125,1,15,45,75,347,134,1,2.5,1,0.61436964,1.070768089
