id,host_is_superhost,host_has_profile_pic,host_identity_verified,neighbourhood,room_type,accommodates,bathrooms,beds,price,minimum_nights,maximum_nights,maximum_minimum_nights,minimum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,number_of_reviews,instant_bookable,reviews_per_month,has_license,Dist_Acropolis,Dist_Syntagma
3600,0,1,0,NEOS KOSMOS,Entire home/apt,4,1,1,39,1,31,1,31,1,31,1,30,60,90,365,2,0,0.05,0,1.214399646,1.436714061
3601,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,1,70,1,1000,1,1125,1,1125,1,27,57,87,362,32,1,1.32,1,0.635622076,0.249968501
3602,1,1,1,KERAMEIKOS,Entire home/apt,3,1,3,35,2,1125,2,1125,2,1125,1,0,1,31,306,151,1,3.9,0,1.544934256,2.166381284
3603,0,1,0,AGIOS KONSTANTINOS-PLATEIA BATHIS,Entire home/apt,4,1,4,53,3,30,3,30,3,30,1,30,60,90,365,1,1,0.03,0,2.160497517,2.090097543
3604,0,1,0,AMPELOKIPOI,Entire home/apt,4,2,3,65,4,29,4,29,4,29,1,0,0,0,0,10,0,0.27,0,3.909087845,3.076337236
3605,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,3,2,1,75,1,1125,1,1125,1,1125,1,0,0,0,0,3,0,0.08,1,0.414316125,0.610784544
3606,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,1,69,2,1125,2,1125,1.8,1125,1,5,16,33,224,221,1,5.89,1,0.485022555,0.65851466
3607,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,2,1,1,44,1,1125,2,1125,1.1,1125,1,4,24,49,307,171,1,4.43,1,0.485022555,0.65851466
3608,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,2,1,1,81,2,1125,2,1125,2,1125,1,4,5,12,160,139,1,3.69,1,0.431209959,0.709689242
3609,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,3,40,3,60,3,1125,3,1125,1,2,6,15,53,159,1,4.21,1,1.392600505,1.307747016
3610,0,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,4,1,3,65,2,15,2,15,2,15,1,30,60,90,365,2,1,0.07,0,2.067433083,1.597421534
3611,0,1,0,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,5,1,3,40,1,1125,1,1125,1,1125,1,27,57,87,88,24,1,0.65,1,2.557244642,1.769833092
3612,0,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,6,1,7,55,2,1125,2,1125,2,1125,1,19,34,41,41,170,0,4.5,1,0.553473777,1.125823431
3613,0,1,0,NEOS KOSMOS,Entire home/apt,4,1,4,40,2,1125,2,1125,2,1125,1,29,59,89,179,0,0,1.2,1,1.378175436,1.954091955
3614,0,1,0,EMPORIKO TRIGONO-PLAKA,Hotel room,2,1,1,219,1,1125,1,1125,1,1125,1,13,43,73,348,0,1,1.2,1,0.860930964,0.988009606
3615,0,1,0,MOYSEIO-EKSARXEIA-NEAPOLI,Private room,2,1,1,25,2,1125,2,1125,2,1125,1,28,58,88,89,23,1,0.64,1,2.348408845,1.552877907
3616,0,1,0,KOLONAKI,Entire home/apt,3,1,1,45,1,60,2,1125,1.3,1125,1,4,28,47,202,151,1,4.03,1,1.541455326,0.675554332
3617,0,1,0,PLATEIA ATTIKIS,Entire home/apt,4,1,4,40,2,1125,2,1125,2,1125,1,0,0,0,0,2,0,0.05,1,2.313638537,2.184261745
3618,0,1,1,AGIOS KONSTANTINOS-PLATEIA BATHIS,Entire home/apt,4,1,2,65,2,1125,2,1125,2,1125,1,14,37,65,73,6,0,0.16,0,1.955714723,1.891320999
3619,0,1,1,AGIOS KONSTANTINOS-PLATEIA BATHIS,Entire home/apt,4,1,2,49,2,1125,2,1125,2,1125,1,16,38,65,340,0,1,1.2,0,2.174279636,2.086588959
3620,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,4,43,3,365,3,1125,3,1125,1,0,0,0,47,40,1,1.32,1,0.68671306,0.18170252
3621,1,1,0,KOYKAKI-MAKRYGIANNI,Entire home/apt,3,1,1,81,2,130,2,365,2,365,1,17,47,77,340,39,1,1.13,1,0.594530395,0.940686281
3622,0,1,1,AKROPOLI,Entire home/apt,4,1,1,140,1,1125,1,1125,1,1125,1,0,0,0,0,1,0,0.03,1,0.294047311,0.697011132
3623,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,7,3,2,220,1,1125,1,1125,1,1125,1,0,0,0,0,0,0,1.2,1,0.447571714,0.626558376
3624,1,1,1,AGIOS KONSTANTINOS-PLATEIA BATHIS,Entire home/apt,5,2,2,46,2,91,2,1125,2,1125,1,1,6,36,126,43,1,1.13,1,1.955155947,1.734165088
3625,0,1,0,AGIOS KONSTANTINOS-PLATEIA BATHIS,Entire home/apt,2,1,1,45,1,1125,1,1125,1,1125,1,0,0,0,0,11,1,0.33,1,1.661658631,1.408247487
3626,0,1,1,ANO KYPSELI,Private room,2,1,0,15,7,1125,7,1125,7,1125,1,20,50,80,355,4,1,0.21,1,3.774360411,3.303259361
3627,1,1,1,ANO PATISIA,Entire home/apt,3,1,2,32,2,10,2,10,2,10,1,16,39,65,155,205,0,6.04,1,5.212516599,4.722958596
3628,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,1,63,3,1125,3,1125,3,1125,1,0,0,0,113,1,0,0.04,0,0.825751342,0.690189653
3629,0,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,4,1.5,3,105,1,365,1,365,1,365,1,21,48,55,55,1,1,0.4,1,0.862232219,1.582063815
3630,0,1,0,KYPSELI,Entire home/apt,2,1,1,40,2,1125,2,1125,2,1125,1,0,0,22,113,1,0,0.03,1,2.907224336,2.445916034
3631,0,1,0,ANO KYPSELI,Private room,2,1,1,23,1,1125,1,1125,1,1125,1,29,59,89,364,5,1,0.14,1,3.88937841,3.313139078
3632,1,1,1,KERAMEIKOS,Entire home/apt,4,1,2,30,3,1125,3,1125,3,1125,1,0,8,15,110,180,1,4.67,1,1.155797584,1.556146767
3633,0,1,0,KOLOKYNTHOY,Entire home/apt,4,1,3,34,3,14,3,14,3,14,1,0,0,0,54,3,0,0.08,1,3.231704767,3.289304529
3634,0,1,1,KOLONAKI,Entire home/apt,4,2,2,121,2,1125,2,1125,2,1125,1,12,42,65,332,24,1,0.74,1,1.560248823,0.694272212
3635,0,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Private room,2,1.5,2,23,2,1125,2,1125,2,1125,1,1,25,55,330,18,0,0.68,1,1.843392062,1.122931422
3636,1,1,0,STATHMOS LARISIS,Entire home/apt,4,1,2,32,1,1125,1,1125,1,1125,0,0,0,0,0,79,0,2.06,1,2.860064459,2.791394661
3637,1,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,2,1,1,41,3,90,3,1125,3,1125,1,0,0,0,116,57,1,1.51,1,1.946901704,1.256679107
3638,0,1,1,EMPORIKO TRIGONO-PLAKA,Private room,2,1.5,1,150,2,730,2,730,2,730,1,30,60,90,365,2,1,0.07,0,1.437092133,1.344851156
3639,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,6,1.5,2,112,2,365,2,365,2,365,1,30,60,90,365,11,1,0.45,0,1.459038924,1.328283608
3640,1,1,0,KOLONAKI,Entire home/apt,5,1.5,3,143,3,1125,4,1125,3,1125,1,23,53,83,174,15,0,7.5,1,1.517338145,0.650986751
3641,1,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,2,1,1,40,2,1125,2,1125,2,1125,1,6,28,55,330,148,1,3.93,1,1.699609341,1.128877567
3642,0,1,1,STATHMOS LARISIS,Entire home/apt,3,1,2,21,1,1125,1,1125,1,1125,1,8,25,42,301,68,1,1.81,1,2.018713276,2.024408214
3643,0,1,1,THISEIO,Entire home/apt,8,1,5,69,2,30,2,1125,2,1125,1,11,28,47,304,47,1,1.53,1,0.788299607,1.493596667
3644,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,1,32,2,1125,2,1125,2,1125,1,16,42,65,340,105,1,2.8,1,0.792326429,0.809839501
3645,0,1,0,ILISIA,Entire home/apt,6,1.5,6,120,2,1125,2,1125,2,1125,1,22,52,59,59,0,1,1.2,0,2.40013758,1.558159996
3646,1,1,1,THISEIO,Entire home/apt,4,1,6,120,2,1125,2,1125,2,1125,1,21,51,76,341,69,1,2.09,1,0.644328285,1.400758747
3647,0,1,0,STADIO,Private room,2,1,1,60,1,1125,1,1125,1,1125,1,30,60,90,365,0,1,1.2,0,1.507962835,0.972311935
3648,0,1,1,PROMPONA,Entire home/apt,4,1,3,40,2,1125,2,1125,2,1125,1,0,0,0,117,4,1,0.11,1,5.903466484,5.531417635
3649,1,1,0,ILISIA,Entire home/apt,7,1,5,70,1,1125,1,1125,1,1125,1,9,39,69,344,2,1,0.05,1,2.699639935,1.84756135
3650,1,1,1,THISEIO,Entire home/apt,2,1,1,80,2,1125,2,1125,2,1125,1,0,0,0,0,0,1,1.2,1,0.644328285,1.400758747
3651,1,1,1,THISEIO,Entire home/apt,4,1,1,53,2,28,2,1125,2,1125,1,0,21,51,312,149,1,4.59,1,0.929818796,1.685609495
3652,0,1,1,SEPOLIA,Entire home/apt,2,1,1,25,1,1125,1,1125,1,1125,1,9,39,69,69,95,1,2.5,0,3.294727912,3.16143546
3653,1,1,1,AGIOS KONSTANTINOS-PLATEIA BATHIS,Entire home/apt,4,1,3,50,1,1125,2,1125,1.3,1125,1,19,44,68,325,104,1,2.8,1,1.697690202,1.466880237
3654,0,1,0,EMPORIKO TRIGONO-PLAKA,Private room,1,1,1,50,50,100,50,100,50,100,0,0,0,0,0,0,0,1.2,0,1.359983813,1.249961991
3655,0,1,0,ANO PATISIA,Entire home/apt,3,1,3,33,3,1125,3,1125,3,1125,1,0,0,0,0,13,0,0.35,0,5.705880029,5.245796961
3656,0,1,1,EMPORIKO TRIGONO-PLAKA,Private room,2,1,1,49,1,15,1,15,1,15,1,27,57,87,362,4,0,0.11,1,0.327129994,0.564482549
3657,0,1,1,THISEIO,Entire home/apt,16,6.5,9,990,1,1125,1,1125,1,1125,1,21,43,71,338,7,0,0.22,1,0.663472314,1.084398128
3658,0,1,0,PETRALONA,Entire home/apt,6,1,4,91,2,1125,2,1125,2,1125,0,0,0,0,0,13,0,0.37,1,1.604646674,2.455094267
3659,1,1,1,AGIOS KONSTANTINOS-PLATEIA BATHIS,Entire home/apt,4,1,3,50,2,1125,2,1125,1.3,1125,1,22,41,69,320,40,1,1.05,1,2.005067671,1.75373752
3660,1,1,0,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,4,1,1,56,2,1125,4,1125,3.7,1125,1,5,35,65,340,14,1,0.37,1,2.292367353,1.668100836
3661,1,1,0,NEOS KOSMOS,Shared room,1,1,1,13,1,1125,1,1125,1,1125,1,13,43,73,348,6,1,1.54,1,1.647464591,2.037467501
3662,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,16,4,5,273,3,1125,3,1125,3,1125,1,0,7,10,122,16,0,0.59,0,0.916378129,0.748930003
3663,0,1,1,THISEIO,Entire home/apt,8,1.5,5,100,1,365,1,365,1,365,1,10,40,63,153,60,0,1.85,1,0.611621575,1.07410414
3664,0,1,0,PLATEIA AMERIKIS,Entire home/apt,3,1,2,3533,2,300,2,1125,2,1125,1,30,60,90,181,17,1,0.45,1,3.176732612,2.872240053
3665,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,1,30,2,1125,2,1125,2,1125,1,5,31,51,326,94,1,2.46,1,0.792326429,0.809839501
3666,0,1,0,NEOS KOSMOS,Entire home/apt,4,1.5,2,45,4,1125,4,1125,4,1125,1,0,0,0,0,8,0,0.22,0,1.948860845,2.439991502
3667,1,1,1,THISEIO,Entire home/apt,6,1,3,52,2,28,2,1125,2,1125,1,8,31,53,317,94,1,2.46,1,0.939838212,1.690984437
3668,0,1,1,AMPELOKIPOI,Entire home/apt,4,1,3,53,1,1125,2,1125,2,1125,1,13,43,73,348,31,1,0.9,1,2.718452889,1.852178307
3669,1,1,0,STADIO,Entire home/apt,2,1,3,26,3,360,3,1125,3,1125,1,0,23,53,328,9,1,0.28,0,1.80402191,1.355431052
3670,0,1,0,KOLONAKI,Entire home/apt,4,1,1,40,15,30,15,1125,15,1125,1,0,0,0,251,38,1,1,1,1.484434541,0.709241235
3671,0,1,0,PLATEIA ATTIKIS,Entire home/apt,2,1,1,25,3,1125,3,1125,3,1125,1,9,39,69,160,4,0,0.11,0,2.732939923,2.448355857
3672,0,1,0,PLATEIA ATTIKIS,Entire home/apt,2,1,0,27,3,1125,3,1125,3,1125,1,9,39,69,160,0,1,1.2,0,2.733362223,2.394648489
3673,0,1,0,EMPORIKO TRIGONO-PLAKA,Private room,1,1,1,100,5,6,5,6,5,6,0,0,0,0,0,1,0,0.03,0,1.171506084,1.072028256
3674,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,3,1,1,73,1,120,1,1125,1,1125,1,2,21,39,178,169,1,4.81,1,0.605259789,0.26995398
3675,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,2,1,1,76,1,29,1,1125,1,1125,1,21,51,81,149,181,1,4.75,1,0.585098286,0.292864777
3676,0,1,0,NEOS KOSMOS,Entire home/apt,4,1,1,70,2,14,2,14,2,14,1,29,59,89,364,0,0,1.2,1,1.530461612,1.834728375
3677,1,1,0,ILISIA,Entire home/apt,4,1,2,30,30,1125,30,1125,30,1125,1,0,0,0,210,2,0,0.05,1,2.438862035,1.604365752
3678,0,1,1,EMPORIKO TRIGONO-PLAKA,Private room,4,1.5,3,23,1,1125,1,1125,1,1125,1,0,20,50,325,14,0,0.46,0,1.464826936,1.01608456
3679,1,1,1,AKROPOLI,Entire home/apt,4,2,2,130,3,28,3,1125,3,1125,1,9,34,54,283,67,0,2.59,1,0.577951145,1.284870114
3680,0,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,8,2.5,5,102,1,1125,3,1125,2.9,1125,1,21,51,81,356,12,1,0.37,0,1.294747459,0.572972338
3681,0,1,1,KOLONAKI,Entire home/apt,7,2.5,4,85,1,1125,3,1125,2.9,1125,1,24,54,84,359,61,1,2.02,1,1.361549587,0.590894117
3682,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,5,1,3,77,1,1125,3,1125,2.9,1125,1,27,57,87,362,9,1,0.4,1,1.16207404,0.40702534
3683,0,1,1,KOLONAKI,Entire home/apt,6,2,3,95,1,1125,3,1125,2.9,1125,1,0,10,40,315,9,1,0.42,1,1.355935563,0.599380201
3684,0,1,1,PLATEIA ATTIKIS,Private room,2,1.5,1,22,3,362,3,362,3,362,1,25,55,85,360,1,1,0.75,0,2.91445171,2.550514136
3685,0,1,1,PLATEIA ATTIKIS,Private room,2,1.5,1,22,3,362,3,362,3,362,1,30,60,90,365,0,1,1.2,0,2.816525122,2.442456501
3686,0,1,1,PLATEIA ATTIKIS,Private room,2,1.5,1,22,3,362,3,1125,3,1125,1,16,46,76,351,1,1,0.7,0,2.927397718,2.525608756
3687,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,2,167,1,1125,2,1125,1.4,1125,1,16,46,76,347,1,1,0.04,1,0.606947978,0.341253583
3688,0,1,1,AGIOS KONSTANTINOS-PLATEIA BATHIS,Entire home/apt,5,1,2,60,2,20,2,20,2,20,1,0,0,0,0,0,0,1.2,1,1.924399503,1.682905386
3689,0,1,1,THISEIO,Entire home/apt,7,1,4,54,1,1125,1,1125,1,1125,1,2,2,2,2,119,1,3.29,1,1.12048025,1.851222816
3690,0,1,0,AMPELOKIPOI,Entire home/apt,2,1,2,45,2,1125,2,1125,2,1125,1,30,60,90,365,2,1,0.05,0,3.722640782,2.862609174
3691,0,1,1,KOLONOS,Entire home/apt,2,1,1,30,1,1125,3,1125,2.9,1125,1,5,24,51,307,99,1,2.66,1,2.250977284,2.311652042
3692,0,1,1,PLATEIA ATTIKIS,Entire home/apt,9,1.5,5,46,1,1125,2,1125,1.9,1125,1,0,0,1,6,123,1,3.3,1,2.544727638,2.222438318
3693,0,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,3,1,2,38,1,1125,1,1125,1,1125,1,22,52,82,350,22,1,0.65,1,0.898967332,1.590149295
3694,0,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,4,1,2,50,2,1125,2,1125,2,1125,1,0,24,54,329,57,1,1.54,1,1.288902123,1.98041362
3695,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,5,1,2,115,3,1125,3,1125,3,1125,1,29,59,89,364,97,0,2.56,1,0.839829331,0.103643253
3696,0,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,2,1,1,41,3,1125,3,1125,3,1125,1,30,60,90,90,0,1,1.2,0,1.389821447,2.1258886
3697,0,1,0,AGIOS KONSTANTINOS-PLATEIA BATHIS,Entire home/apt,4,1,1,70,1,1125,1,1125,1,1125,1,30,60,90,365,0,0,1.2,0,1.181829521,1.390940191
3698,0,1,0,AGIOS KONSTANTINOS-PLATEIA BATHIS,Private room,2,1,1,39,1,1125,1,1125,1,1125,1,30,60,90,365,1,0,0.03,0,1.161567328,1.415059112
3699,0,1,0,AGIOS KONSTANTINOS-PLATEIA BATHIS,Entire home/apt,3,1,1,70,1,1125,1,1125,1,1125,0,0,0,0,0,0,0,1.2,0,1.155237403,1.415050112
3700,0,1,1,PETRALONA,Entire home/apt,4,1.5,3,76,3,14,3,14,3,14,1,28,58,88,178,19,0,0.66,1,2.144818431,3.004721075
3701,0,1,1,KERAMEIKOS,Entire home/apt,4,1,2,38,1,1125,1,1125,1,1125,1,8,38,68,342,213,1,5.88,1,1.304270172,1.7353745
3702,1,1,1,PEDIO AREOS,Entire home/apt,2,1.5,1,15,7,180,7,1125,7,1125,1,14,41,71,346,31,1,0.81,1,3.127147045,2.438092215
3703,0,1,0,AGIOS KONSTANTINOS-PLATEIA BATHIS,Private room,2,1.5,1,45,1,1125,1,1125,1,1125,1,30,60,90,365,1,0,0.03,0,1.118833729,1.275021969
3704,0,1,1,KERAMEIKOS,Entire home/apt,3,1,1,38,1,1125,1,1125,1,1125,1,10,38,68,343,201,1,5.27,1,1.21182953,1.634512497
3705,0,1,0,NEOS KOSMOS,Entire home/apt,2,1,1,90,3,1125,3,1125,3,1125,1,27,57,87,362,0,1,1.2,1,1.770405751,2.071525485
3706,0,1,0,NEOS KOSMOS,Entire home/apt,2,1,1,29,2,14,2,14,2,14,1,27,57,87,362,2,0,0.05,1,1.694464126,2.017164362
3707,0,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,2,1,1,30,2,90,2,1125,2,1125,1,11,41,71,346,74,1,2.07,1,2.286625043,1.573033475
3708,0,1,0,GKAZI,Private room,2,1,1,20,8,8,8,8,8,8,1,29,59,89,179,0,1,1.2,0,1.441734341,2.102459002
3709,1,1,0,NEOS KOSMOS,Shared room,1,1,1,13,1,1125,1,1125,1,1125,1,30,60,90,180,10,0,0.34,1,1.622891228,2.033878804
3710,1,1,0,NEOS KOSMOS,Shared room,1,1,1,13,1,1125,1,1125,1,1125,1,14,44,74,164,11,1,0.5,0,1.649028667,2.040479131
3711,1,1,0,NEOS KOSMOS,Shared room,1,1,1,13,1,1125,1,1125,1,1125,1,29,59,89,179,2,1,0.78,0,1.639179846,2.030776598
3712,1,1,0,NEOS KOSMOS,Shared room,1,1,1,13,1,1125,1,1125,1,1125,1,29,59,89,179,1,1,0.22,0,1.639179846,2.030776598
3713,1,1,0,NEOS KOSMOS,Shared room,1,1,1,13,1,1125,1,1125,1,1125,1,29,59,89,179,0,1,1.2,0,1.639179846,2.030776598
3714,1,1,0,NEOS KOSMOS,Shared room,1,1,1,13,1,1125,1,1125,1,1125,1,29,59,89,179,0,1,1.2,0,1.639179846,2.030776598
3715,0,1,1,KOLONAKI,Entire home/apt,3,1,1,59,2,1125,2,1125,2,1125,1,1,24,54,145,28,1,0.91,1,1.725316361,0.859407386
3716,1,1,0,NEOS KOSMOS,Shared room,1,1,1,13,1,1125,1,1125,1,1125,1,27,55,85,175,6,1,1.41,0,1.639179846,2.030776598
3717,0,1,1,AGIOS KONSTANTINOS-PLATEIA BATHIS,Entire home/apt,3,1,2,40,7,1125,7,1125,7,1125,1,27,57,87,178,10,0,0.3,1,2.132093938,1.865079403
3718,0,1,1,PATISIA,Entire home/apt,4,1,4,50,4,1125,4,1125,4,1125,1,0,0,0,267,0,0,1.2,1,4.706497392,4.303166084
3719,0,1,1,KOLONAKI,Entire home/apt,3,1,1,60,2,1125,5,1125,1.7,1125,1,3,3,3,25,10,1,0.28,1,1.823256083,0.956564148
3720,0,1,1,STADIO,Entire home/apt,2,1,2,27,2,1125,2,1125,2,1125,1,0,0,11,286,38,1,1,1,1.184506559,1.173288725
3721,1,1,1,NEOS KOSMOS,Entire home/apt,6,1,3,47,2,1125,2,1125,2,1125,1,0,0,0,1,79,0,2.13,1,1.389776246,1.904791684
3722,1,1,1,ILISIA,Entire home/apt,4,1,1,52,2,1123,2,1125,1,1125,1,13,27,44,311,6,1,0.45,1,2.214600794,1.393696623
3723,0,1,1,PLATEIA ATTIKIS,Entire home/apt,2,1,1,30,3,1125,3,1125,3,1125,1,0,0,0,24,1,1,0.03,1,2.664567125,2.310239161
3724,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,1,60,1,1125,1,99,1,99,1,0,0,0,0,7,1,1.83,1,0.801823543,0.835646693
3725,1,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,8,1,4,70,1,1125,1,1125,1,1125,1,0,0,0,0,104,1,2.87,1,0.763363096,1.314971402
3726,1,1,0,NEOS KOSMOS,Entire home/apt,4,1,3,80,3,90,3,90,3,90,1,0,0,0,117,36,0,0.97,1,1.74307898,2.298510082
3727,1,1,1,AMPELOKIPOI,Entire home/apt,4,1,3,38,2,1125,2,1125,2,1125,1,21,49,77,300,31,1,1,1,3.522382462,2.671342334
3728,1,1,1,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,5,1,3,55,7,1125,7,1125,7,1125,1,1,25,55,55,33,0,0.94,1,1.842929694,1.508899589
3729,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,2,1,1,50,1,15,1,1125,1,1125,1,7,7,36,126,85,1,2.79,1,0.740848911,1.050126294
3730,1,1,0,KOYKAKI-MAKRYGIANNI,Entire home/apt,4,1,2,40,2,1125,2,1125,2,1125,1,1,1,1,1,105,1,2.94,1,0.561611765,0.890193484
3731,0,1,0,KOLONAKI,Entire home/apt,4,1,2,60,2,1125,2,1125,2,1125,1,7,21,51,142,17,0,0.49,0,1.55776924,0.782415077
3732,0,1,0,AKADIMIA PLATONOS,Shared room,2,1,1,18,1,1125,1,1125,1,1125,1,0,7,37,127,2,1,0.83,0,1.872888129,2.20982513
3733,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,2,1,1,47,2,1125,2,1125,2,1125,1,6,27,57,147,38,1,1.04,1,0.740848911,1.050126294
3734,0,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,6,1,2,70,3,1125,3,1125,3,1125,1,28,58,88,363,58,1,2.05,1,0.740848911,1.050126294
3735,0,1,1,AGIOS KONSTANTINOS-PLATEIA BATHIS,Entire home/apt,4,1,2,50,2,90,2,1125,2,1125,1,0,0,0,117,101,1,2.68,1,1.479581992,1.455752764
3736,0,1,0,NEOS KOSMOS,Entire home/apt,4,1,3,30,3,25,3,1125,3,1125,1,17,39,65,151,70,1,1.87,0,1.945057546,2.048814122
3737,1,1,0,AMPELOKIPOI,Entire home/apt,3,1,2,67,2,1125,2,1125,2,1125,1,21,51,81,356,25,1,0.82,1,4.206249747,3.365957883
3738,0,1,1,AGIOS KONSTANTINOS-PLATEIA BATHIS,Entire home/apt,2,1,1,23,1,1125,1,1125,1,1125,1,15,45,75,350,91,1,2.51,1,1.194014248,1.451872887
3739,0,1,1,ILISIA,Entire home/apt,4,1,2,33,2,1125,2,1125,2,1125,1,24,54,84,359,32,1,0.88,1,2.429209588,1.61650363
3740,1,1,0,MOYSEIO-EKSARXEIA-NEAPOLI,Entire home/apt,4,1,2,45,14,1125,14,1125,14,1125,1,0,0,0,0,49,0,1.44,1,2.342989408,1.550684084
3741,0,1,1,KOLONAKI,Entire home/apt,6,3.5,3,100,2,1125,2,1125,2,1125,1,2,2,2,2,78,0,2.55,1,1.852472581,0.986635728
3742,0,1,0,PLATEIA AMERIKIS,Entire home/apt,4,1.5,2,30,2,1125,2,1125,2,1125,1,0,11,41,42,3,0,0.08,0,3.495634061,3.10396043
3743,1,1,0,KYPSELI,Entire home/apt,4,1.5,2,57,2,1125,2,1125,2,1125,1,14,44,74,320,17,1,0.49,1,3.372992914,2.865453681
3744,0,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,6,2,2,80,2,1125,2,1125,2,1125,1,16,46,70,250,85,1,2.75,1,0.563404482,0.813683027
3745,0,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,2,1,1,82,1,365,1,365,1,365,1,19,49,56,56,0,1,1.2,1,0.974603023,1.702616656
3746,0,1,0,PAGKRATI,Private room,2,1,2,60,1,1125,1,1125,1,1125,0,0,0,0,0,0,0,1.2,0,1.456948733,0.818586507
3747,0,1,0,STADIO,Private room,1,1,1,60,1,1125,1,1125,1,1125,0,0,0,0,0,0,0,1.2,0,1.430873786,0.864103258
3748,0,1,0,STADIO,Private room,3,1,3,60,1,1125,1,1125,1,1125,0,0,0,0,0,0,0,1.2,0,1.511127998,0.973967455
3749,0,1,0,STADIO,Private room,1,1,1,60,1,1125,1,1125,1,1125,0,0,0,0,0,0,0,1.2,0,1.455726517,0.900472258
3750,1,1,1,KOLONAKI,Entire home/apt,3,1,2,77,2,28,2,28,2,28,1,14,39,69,344,50,1,1.33,1,1.39269488,0.548052565
3751,0,1,1,KOYKAKI-MAKRYGIANNI,Entire home/apt,4,2,2,8000,1,1125,1,1125,1,1125,1,0,0,0,194,0,1,1.2,1,0.545645091,0.900771981
3752,1,1,1,KOLONAKI,Entire home/apt,3,1,1,67,2,28,2,28,2,28,1,20,50,74,340,19,1,0.59,1,1.283014536,0.416315257
3753,1,1,1,KOLONAKI,Entire home/apt,5,2,2,99,2,28,2,1125,2,1125,1,29,55,85,356,30,1,0.92,1,1.466075264,0.599436109
3754,0,1,0,PAGKRATI,Entire home/apt,2,1,1,60,10,30,10,1125,10,1125,1,30,60,90,90,0,1,1.2,0,1.55828916,0.956414638
3755,1,1,1,EMPORIKO TRIGONO-PLAKA,Entire home/apt,4,1,2,59,1,1124,2,1125,1.3,1125,1,0,0,0,207,22,1,0.6,1,0.596741979,0.351233729
3756,0,1,1,PATISIA,Entire home/apt,4,1,1,50,1,1125,1,1125,1,1125,1,26,56,86,176,46,0,1.63,1,4.761802474,4.365426617
3757,0,1,1,PATISIA,Entire home/apt,4,1,1,51,1,1125,1,1125,1,1125,1,30,60,90,180,23,0,0.65,1,4.69144463,4.295664059
3758,0,1,1,PATISIA,Entire home/apt,4,1,1,52,1,1125,1,1125,1,1125,1,22,52,82,172,60,0,1.59,1,4.822293003,4.426578339
3759,0,1,1,THISEIO,Entire home/apt,5,3,3,50,3,360,3,1125,3,1125,1,17,42,46,46,43,1,1.19,1,0.813794946,1.492109763
3760,0,1,1,PLATEIA ATTIKIS,Entire home/apt,7,1.5,2,55,7,1125,7,1125,7,1125,1,0,0,22,297,9,1,0.25,1,2.469901039,2.119130493
